11,1,11,"In spite of your state, you manage to jump back like a deer and you dodge the hook that your captor was about to address you. 

Mad with rage, he launches himself towards you and you brandish the crowbar hoping to knock him down. Suddenly, the gorilla is stopped dead in his tracks, hit by a red beam identical to those that flash outside. With a smoking hole located in the place of what used to be his abdomen, the man collapses to the ground.

""Oh this sucks"" you suddenly say to yourself. The door wasn't really a good idea, you turn to the window.",1,12,,,img:basement.jpg,0,Next,,,100,,,
12,1,12,"You move a piece of furniture that seems to be strong enough to support your weight and manage to pull yourself up to exit the narrow window. 

As you struggle to get out with relative grace, you hear from the basement one of your captor's henchmen yelling. 

""BOSS! BOSS! They got the boss!""

You briefly look out the window to see if the guy saw you, hoping he won't follow you, but he's suddenly charred by a fiery red flash. You jump back after witnessing this scene. You manage to hide behind a bush and you hear the confused noises and screams. 

Robots, they are robots attacking your captors' lair. Who is controlling them? You don't know. Would they be friendly to you? It's best not to find out right away.

You take advantage of the confusion to run away and return to Rusty Springs to warn them of the threat.",2,1,,,img:destroyed-houses.jpg,0,Next,,,100,,,
13,2,1,"You've managed to extract yourself from the chaos and found a hiding place so you can finally know where you are. You turn on your trusty Pip-boy.

...

Quincy Square

...

Luckily, and to your surprise, Rusty Springs is about ten kilometers northeast of your location. How could your captors have missed its location? They must not have looked very hard or they only recently learned of its existence. Although you've spent little time there, you quickly notice that Rusty Springs is a very discreet camp.

You can still hear in the distance the clatter of the robot army that stormed the lair of your captors. You decide to continue your way to Rusty Springs.",2,2,,,osm:47.51760/2.15498,0,Next,,,100,,,1
14,2,2,"At the halfway point, your body reminds you that it has suffered some violent attacks recently. Your legs and back become more and more painful. To continue in these conditions becomes more and more difficult. You see a grove that could make an ideal hiding place while you rest.",2,3,8,,osm:47.51760/2.15498,0,You decide to take a break,"Rusty Springs may be in danger, don't stop",,100,,,
15,2,3,"You head towards this grove which is composed of dead trees but also others that survived the nuclear apocalypse. Their twisted shapes and density make an ideal visual barrier to rest for a few minutes, safe from possible attackers, and its slightly elevated position offers a good view. 

After having climbed the embankment, helped by the crowbar that serves as your walking stick, you quickly inspect the place and conclude that you are safe for the moment.

You sit down and very quickly, you lie down on the ground to enjoy one of the rare moments of tranquility in this devastated world.",2,4,,,img:desolated-hills.png,0,Next,,,100,,,
16,2,4,"""CrRRRzzzzffFFccRRRkkkk""

A metallic, robotic noise startles you. Have the robots found you yet?

You don't hear a thudding, cadenced footstep like you did during the assault you escaped from. Only a robotic noise that seems to be isolated. A machine that has lost its group? is it hostile? damaged? hopefully harmless?

This could be an opportunity to find out a little more about these robot raiders who attacked your captors. Or to come face to face with one of those killer machines and end up like them.",2,5,7,,img:desolated-hills.png,0,Inspect the source of the noise,Ignore the noise and get back on the road,,100,,,
17,2,5,"You approach with feline discretion the origin of the regularly repeated noise you have heard. Your heart is pounding, and you clench the crowbar with all your might, ready to strike at anything that doesn't seem friendly.

The sound gets louder and louder and is located behind a tree. You seem to notice a pile of scrap metal on the ground and continue to approach. A robot arm that has lost its body is lying in front of you. You look up and see that the rest of the body is scattered around. It was indeed a robot, completely demolished. 

The observation of the debris leaves you a bit puzzled because you notice that the carcass does not resemble any other kind of robot you have ever known. Not a Protectron, not a Sentinel and certainly not an Assaultron, this type of machine seems unknown to you.

The head of the machine, perhaps the only part still somewhat attached to the rest of the body scattered here and there, is at the origin of the metallic sizzling sound you heard. It seems that despite its condition, its computer is still powered.",2,6,7,,img:destroyed-robot.jpg,0,Dismantle it and take it away for later analysis,"No time to worry, Rusty Springs may be in danger",,100,,,
18,2,6,"Intrigued by this curious machine, you decide to dismantle the head hoping to have the opportunity to dissect it later and learn more. You manage to extract it from the carcass without doing any more damage than it already has. Separated from its power source, the annoying crackling sounds it was making have stopped. 

You carefully store the head in your inventory and decide to head back to Rusty Springs.",3,1,,,img:destroyed-robot.jpg,0,Next,,,100,misc:1,,
19,2,7,"You've had enough emotions, kidnappers, and killer robots for one day. Your whole body is screaming in pain and exhaustion, but you still have a long way to go. 

Now is not the time to procrastinate, you must return to Rusty Springs to warn them of the danger that awaits them.",3,1,,,img:desolated-hills.png,0,Next,,,100,,,
20,2,8,"There is probably no part of your body that doesn't scream in pain, and you discover that you may have been hurting in places you never thought possible. But despite this, you can't afford to stop.

Rusty Springs took you in when you were at your worst, and you owe this camp a debt of gratitude. You take your courage and willpower in both hands and set off again.",3,1,,,img:desolated-hills.png,0,Next,,,100,,,
21,3,1,"After a long and exhausting walk through the Wasteland, you finally catch a glimpse of the woods behind which Rusty Springs is hidden. Your injuries and the fact that you have been on alert almost all the time have worn you out physically and mentally and this last kilometer seems endless.

""Freeze!""

This injunction suddenly puts you back on alert and you suddenly stop. You are unable to identify where this voice is coming from.",3,2,3,,img:wasteland-forrest.png,0,You surrender,You ignore the order,,100,,,
22,3,2,"Some of the people of Rusty Springs know you, including Sonja, the camp leader. However, you are not sure whether they are village guards or raiders looking for a place to loot.

In your current state, fighting guards or raiders would end the same way in either case. You stop your painful walk and raise your arms in surrender.

A man emerges from a hunter's hideout and approaches while holding you at gunpoint. Your eyesight, blurred by fatigue and disorientation, does not allow you to identify him.

""Wait, I've seen you around before... you wouldn't be... ?""

You don't have time to listen or even respond. The physical and mental exhaustion comes to an end of the last forces that it remained to you and you collapse on the ground.",3,4,,,img:wasteland-forrest.png,0,Next,,,100,,,
23,3,3,"Is it recklessness, stupidity, or desperation that keeps you going despite the order? Good question.

A guard suddenly emerges from a hunter's hideout that you hadn't spotted. That said, with your blurred vision barely discerning your surroundings, it would have been surprising. A man with a gun stands in front and holds you at gunpoint.

You wonder if he is a Rusty Springs guard or a raider. Mind you, a raider probably wouldn't have warned you. Your confused thoughts are suddenly interrupted by the shock of a violent tackle to the ground from another man you didn't see coming either. The violence of the blow plus your physical condition exhaust your last strength and you lose consciousness.",3,4,,,img:wasteland-forrest.png,0,Next,,,100,,,
24,3,4,"""...you ..ink... is ... dead ?""

""help... transp...him""

""... caug ... raider ...""

""... find Son...""

""... that's ...""

Images, sounds, smells come together in a delirium where, barely conscious, you think you hear and see things.

""AH!"" you scream.

You suddenly wake up, drenched in sweat, lying on a mattress on the floor. You quickly feel that your hands are tied. As you think to yourself that this is starting to become a habit, you also notice that you are shirtless with bandages where your injuries are.

Unlike the previous time, the people holding you prisoner seem to be less nefarious.

You observe the room where you are located and it seems familiar. You note the presence of rudimentary medical equipment and a bed near an opaque window. 

You hear a sound of footsteps coming towards the room you are in.
",3,5,6,7,img:medical-room.png,0,You lie down and pretend to be asleep,You get into position to attack the incoming person,You do nothing and wait,100,,,
25,3,5,"You lie down again, facing the wall, and pretend you are still asleep. You hope to hear some clues that will help you to better assess the situation.

The footsteps get closer and you hear a muffled conversation between two women.

""How is he?"" the first one asked in a confident tone.
""In bad shape but he'll survive. You can come in,"" the second voice replies.

The door opens and you hear a person enter the room. This one seems to stop midway for a few long seconds. You feel your heart racing.

""It's okay Sleeping Beauty, stop pretending, we heard you screaming five minutes ago"".

""What the hell,"" you think as you feel your face redden with embarrassment.

You roll over on the mattress and look up at the woman standing in front of you and crouch down to get to your level.

""You look really bad,"" she throws out with an amused look.

Your face lights up and a big smile shows your relief. You recognize Sonja, the leader of Rusty Springs, the one who took you in some time before under rather similar conditions.

""You should see the other guy,"" you say in a reassuring tone, before coughing and writhing in pain while laughing.",3,8,,,img:medical-room.png,0,Next,,,100,,2,
26,3,6,"The footsteps get closer and you hear a muffled conversation between two women.

""How is he?"" the first asked in a confident tone.
""In bad shape but he'll survive. You can come in,"" the second voice replies.

Despite your bound hands, you try to get into position to pounce on the first person to burst into the room. Your heart is beating like never.

The door opens and a woman confidently enters the room. You leap but your run stops halfway because the belt of your pants is itself attached to a rope you hadn't noticed. Your momentum stopped dead in your tracks, you crash to the floor.

""Jerk,"" the woman says in an amused tone while turning you around with a gentle kick.

Your ego seems to have suffered more than your body this time. Red with embarrassment, you look up and recognize Sonja, the head of Rusty Springs.

""It's getting to be a habit for you to show up at my house half dead,"" Sonja observed.

A big smile then lights up your face and you start to laugh in relief, just before you start coughing and writhing in pain while laughing.",3,8,,,img:medical-room.png,0,Next,,,100,,2,
27,3,7,"The footsteps get closer and you hear a muffled conversation between two women.

""How is he?"" the first asked in a confident tone.
""In bad shape but he'll survive. You can come in,"" the second voice replies.

You sit down as best you can on the mattress and stare at the door of the room. When it opens, a tall woman enters the room.

""You look like hell,"" she says.

""You should see the other guy,"" you reply with an amused and reassured look on your face with a huge smile lighting up your face.

Being reassured is a luxury that is difficult to enjoy in the Wasteland. But this time you can because your interlocutor is none other than Sonja, the chief of Rusty Springs. The same one who had welcomed you some time before in a more or less similar situation.

""It's getting to be a habit to show up at my house half-dead,"" she answered while putting your good old coat on your shoulders.

""Guess so,"" you reply in a slightly embarrassed tone.",3,8,,,img:medical-room.png,0,Next,,,100,,2,
28,3,8,"""I'm sorry about the tied hands. The guards didn't recognize you and didn't want to take any chances,"" Sonja said as she cut the rope that bound your wrists. She couldn't help but notice that your hands bore more previous marks.

You then explained your recent misadventures to Sonja, the raiders' lair that captured you, the robot attack and your escape. When she asked you how you were captured, you realize you are unable to answer.

""With what you took on your head, it's normal that you don't remember everything that happened to you recently"". This wise explanation comes from Iren, the Rusty Springs doctor who attended to your injuries... Again. This one approaches you and changes your bandages.

""You left about ten days ago saying you had to continue your mission. We didn't know what happened to you,"" Sonja continues.

""The mission,"" you suddenly think. You hear the word, you understand what it means, but you are immediately unable to associate it with yourself. If you had a ""mission"", for the moment, you do not remember what it is.

Seeing your blank, troubled look, Sonja understands that something is wrong.

""I'd like to help you, but you never told us anything about it. And since it's none of our business, I didn't want to know about it,"" she says in a calm tone. ""But I think it will come back to you before long,"" she continued, wanting to reassure you.

""Boss!"" yelled one of the Rusty Springs guards as he burst into the room.

The tranquility of your reunion seemed to be short-lived.",3,9,,,img:medical-room.png,0,Next,,,100,,12,2
29,3,9,"Catching his breath, the guard gradually regains his composure and explains the situation. 

""We came across a merchant during a patrol who seemed worried and rushed. Upon asking him what happened, he told us that Midwich Valley was completely razed, burned to the ground even.""

Midwich Valley is the closest thing to a town as far as the Wasteland can conceive it. It is a camp, located about thirty kilometers from Rusty Springs, where over a hundred people live, not counting the itinerant merchants and other slightly less approachable oddballs.

A place so frequented and populated cannot have been destroyed so easily. Not to mention that it was a city with good fortifications because it was regularly targeted by raiders and even Super Mutants.",3,10,14,,img:medical-room.png,0,You ask where the merchant is located,You think it's not your problem,,100,,,
30,3,10,"""Where is that merchant?"" you suddenly ask the guard. He gives you a sideways glance and doesn't really want to answer.

If mistrust of others is probably the most common sentiment in the Wasteland, Rusty Springs has made it a real culture in addition to its sense of discretion. It may seem inhospitable to outsiders, but this rigidity has allowed this village to continue to be almost unknown deep in its forest and thus avoid being targeted by raiders. When the guards are on patrol, they pretend to be wanderers who roam the Wasteland with no real purpose. While to an outsider their patrol cycle seems very random, it is actually well calculated to avoid arousing suspicion.

""You can tell him,"" Sonja answered the guard.

""He was set up in a clearing five kilometers to the northeast,"" the guard continued. He went on to say that the merchant intended to stay a few days to rest his brahmin. 

The guard points out the location on the map of your Pip-boy. After exchanging a glance with Sonja, she understands that you intend to go and meet this merchant. However, you are still too weak to leave the village, you still need to rest.",3,11,,,img:medical-room.png,0,Next,,,100,,,
31,3,11,"You had a real night's sleep, something that hasn't happened to you since... To tell you the truth, you don't remember it. Your body is still sore, but less so than the day before and the stimpack Iren injected you with is working wonders. After getting dressed and taking your stuff, you go to see Iren and Sonja to inform them that you have to go and see this merchant.

You pass the guard who accompanies you towards the exit of the village. This is one of the advantages of Rusty Springs. The village is built in the middle of such a dense forest that it is almost invisible from the outside. Palisades of vegetation provide additional camouflage that further hides the location. The only way to enter is through well guarded underground tunnels scattered all over the place. They allow you to enter and leave the village at a good distance from it.

The guard accompanies you along one of these tunnels and then points you in the direction of the clearing where the merchant has set up shop temporarily.

After a little less than an hour's walk, you reach the location and go to meet the merchant.",3,12,,,img:medical-room.png,0,Next,,,100,,,
32,3,12,"You pass in a nonchalant way in front of the merchant and this one calls you. 

""Hey, I have some good cheap stuff, do you want to buy it?""

""Why not"", you answer him with a moderately convinced air. ""I didn't expect to meet a merchant in this hole"", you continue.

""But I don't work here. I'm just passing through but Germaine and Maryse have to rest"", he says pointing to his brahmin. The two heads of the mutant animal stare at him in a way that could be considered embarrassing.

As you look at the merchant's inventory, you take the opportunity to start questioning him about your real intentions.

""Tell me, do you have any idea of the fastest way to Midwich Valley? My pip-boy's map is unable to tell me anything.""

Just by saying the name ""Midwich Valley"", you had the impression to have invoked a kind of taboo which made your interlocutor blush.

""Ah but ... in fact ... Midwich ... There's no more. Crammed, razed, destroyed, only debris and cadavers,"" he said with a trembling voice. ""I've seen camps looted by Super Mutants before, but not a butchery like this, nothing left but smoking corpses.""

You feign a revolted look mixing surprise and disgust with an acting skill that amazes yourself.

""I hope there are no people you knew there,"" the merchant muttered, hoping to cheer you up. You tell him no, you were simply planning to go there to do business.

As you look around the merchant's bazaar, you notice a rusty and badly damaged robotic hand that seems to remind you of something.",3,13,,,img:merchant.png,0,How much for the robot part?,,,100,,,
33,3,13,"""This? say 20 caps will do?"" the merchant asked. After the discussion about Midwich Valley, the naturalness came back to him. You try to haggle a little about the price, which seems quite high to you, while feeling curiously attracted by this robotic debris, which is at first glance useless.

""Aah you're tough on business... Well ok go for 15"", capitulated the merchant after a few long minutes of negotiation during which you agreed to take a weapon and some extra ammunition.

With both parties satisfied with their transaction, you eventually continue on your way back to the rendezvous point you had set with the Rusty Springs guard. On the way back, you observe the robotic hand from every joint, as if trying to unravel an ancient mystery.

Very damaged, this one seems to have been burned, but you distinguish some characters written in the palm. 

""SN..R...V..27-..78""

With a little scraping of the encrusted grime on the inscription, you manage to see a little more.

""SN...R...V127-M78""

Suddenly, you stop dead in your tracks.

""127!!!"" you shout as if having discovered the answer to the ultimate question. A bolt of lightning seems to have flashed through your mind as you read this half-covered, dirt-erased inscription.

You hurry to your meeting point, as if taken by a sudden euphoria.

Accompanied by the guard, you notice that a faint indicator light has started to flash on your Pip-boy. A symbol indicating to read a Holotape flashes on the screen.

You wait until you find a quiet corner to read it.",3,15,,,img:merchant.png,0,Read the holotape,,,100,misc:2;weapon:3,,
34,3,14,"You listen to the discussion between Sonja and the guard, but eventually you turn away. Midwich Valley is a big town, but it wasn't impregnable either, contrary to what people might think. Besides, while you're still itching to find out what happened to this town, you don't feel up to going on another adventure yet.

For now, your priority is to recover from your kidnapping and remember your mission. You have alerted Sonja about the robots that attacked the raider camp that kidnapped you, and you offer to assist her if Rusty Springs is ever in danger.

The next day, after what seems like the first night's sleep in ages, you decide to take a walk through Rusty Springs to stock up on weapons and ammunition.

You spend the few Caps you had and feel a little less naked now that you've picked up a weapon and ammo. As you inspect your new acquisition, you notice a faint yellow light flashing on your Pip-boy. A holotape you didn't know existed is inside it and a message on the screen prompts you to read its contents.

You decide to find a quiet corner for this.",3,15,,,img:rusty-springs.png,0,Read the holotape,,,100,weapon:3,,
35,3,15,"You start the recording which seems to contain only text.

---

SENTINEL OF EXPEDITION 127

MISSION: FIND AND SECURE VAULT 127 AND ITS TECHNOLOGY

PRIORITY: HIGH

DESCRIPTION: OUR INFORMATION INDICATES THE EXISTENCE OF VAULT 127 AS YET UNDISCOVERED. LOCATION UNKNOWN TO THE ARCHIVES. VAULT 127 IS BELIEVED TO CONTAIN TECHNOLOGY WHOSE EXACT NATURE IS UNIDENTIFIED. INITIAL ESTIMATES INDICATE A HIGH DEGREE OF IMPORTANCE.

MISSION PARAMETERS : 

- ABSOLUTE DISCRETION, INCLUDING BETWEEN CHAPTERS OF THE BROTHERHOOD.
- TOTAL AUTONOMY ON METHODS OF INVESTIGATION AND RESEARCH.
- RECORD IN THIS HOLOTAPE ANY DISCOVERIES RELATED TO VAULT 127.
- REGULAR MISSION FOLLOW-UPS WILL BE TRIGGERED BY THE DAEMON INSTALLED IN THIS PIP-BOY.

OBJECTIVES: 

- FIND AND SECURE THE COORDINATES OF VAULT 127.
- QUALIFY THE TECHNOLOGY IT CONTAINS.
- ELIMINATE ANY POSSIBLE THREAT THAT COULD JEOPARDISE THE MISSION.
- MAINTAIN THE HIGHEST LEVEL OF DISCRETION AND SECURITY AT ALL TIMES.
- REPORT THE DISCOVERY IMMEDIATELY.

GOOD LUCK SENTINEL.

AD VICTORIAM!

---",3,16,,,img:brotherhood.png,0,...,,,100,,,
36,3,16,"You feel yourself turning pale as you read this document. You have been reminded of your mission, and the lost connections in your head are slowly being rebuilt. You remember your encounter with a Brotherhood's Elder a few months ago. You've been in trouble before for your meddling skills, but this time you've gone a little too far and have drawn the wrath of one of the factions you don't want to be angry with.

However, to your surprise, the Elder did not have you imprisoned or executed but saw you as an asset. Your unpredictability and ability to find hidden secrets are matched only by your ability to get into and out of impossible situations. And that, the Elder seems to have seen in you and offered you a deal. Find the location of a Vault whose coordinates have been lost and discover what's inside.

If you succeed, you will be pardoned and considered an ally of the Brotherhood. If not, you will be executed for attempting to steal its secrets.

You don't remember thinking much about it at the time and quickly accepted the mission without even knowing all the details. The last thing you remember is being dropped into the wilderness from a Vertibird by Squires who thought they were releasing a civilian who had no business being there. They didn't know that you had been promoted in the greatest secrecy by the Elder as a Sentinel of the Brotherhood, granting you complete autonomy to accomplish your mission at the cost of absolute discretion.

You wonder what you're going to do.",3,17,,,img:brotherhood.png,0,Next,,,100,,,
37,3,17,"That night, you didn't sleep so well. Being on the verge of death seems to be a better way for you to sleep than being a Sentinel of the Brotherhood on a mission. You've turned the situation over in your head to try to find a way out that won't endanger Rusty Springs, but you'll have to keep investigating. With Midwich Valley burned to the ground, you'll have to find another populated town to investigate.

But first, you decide to go see Sonja and inform her of your recent discovery.

""I would never have imagined that you were one of those fanatics,"" Sonja threw out in an inquisitive tone.

""Neither did I,"" you reply with a forced smile. You explain as well as you can the situation while making some lies by omission, in particular on the passages indicating not to speak about it to anybody and to remove any possible threat. You only give Sonja the bare essentials, telling her that you are a mercenary on a mission for the Brotherhood. You reassure her that you will continue to keep the location of the village secret and that it has no connection with your objective.

Despite Sonja's sympathetic attitude, her natural distrust quickly returns and she promises you many unpleasant things should the safety of Rusty Spring be compromised. To show your good faith, you show your Pip-boy's map: the location where they are is not marked with any campsite, only a forest. You have managed to delete the information about this place.

You thank Sonja one last time for helping you twice, and decide to leave Rusty Springs the next morning.",4,1,,,img:rusty-springs.png,0,Next,,,100,,,
41,4,1,"The next day you were accompanied by one of the Rusty Springs guards for the last time. He lets you out through the North Tunnel and watches you slowly move away before closing the access.

However, one question nags at you more than ever: where to go?

According to the latest information, there is nothing left of Midwich Valley. This large town would have been useful for finding research bases. You scan your Pip-boy for other camps of varying sizes that you think might be relevant to gathering information about a Vault in the area.

Several possibilities emerge: 

- Radtown
- Radiant Terrace
- Junktown Prime

""Oh no, not that shithole,"" you suddenly think at the sight of Junktown Prime. This town, similar to Midwich Valley, is a great place to gather intelligence, but also very bad and frequented by the worst gangs you could find. Radtown is one of the Children of Atom's places of worship and you have little affinity with this faction, but it is the closest town. As for Radiant Terrace, you wonder if it's safe because it's close to the robots' attack.

Where do you plan to head?",4,2,38,85,img:tbc.jpg,0,Radtown,Junktown Prime,Radiant Terrace,100,,,
42,4,2,"It's decided, you're heading for Radtown. Built on the ruins of a devastated city, it is located near the Poseidon Energy Facility NR-04. This plant miraculously survived the war and is said to be still operational. Despite this good condition, the area is heavily irradiated and it has become the ""Holy Land"" for the local Church of the Children of Atom.

You may remember going near the place in the past, but you didn't go much further because the Children of Atom are somewhat... special. You've never really tried to sympathise with this faction and their love of radiation has always struck you as odd.

Anyway, you'll have to deal with them eventually. But given the location, you'll have to prepare yourself beforehand. Obviously, they might not like you too much if you come with an anti-radiation suit. On the other hand, it would be advisable to stock up on Rad-X. You set off, hoping to find a merchant who can help you out.",4,3,,,img:desolated-hills.png,0,Next,,,100,,,
43,4,3,"With Radtown only a few kilometers away, after a couple of hours of walking you start to see the smokestacks of the nuclear power plant. The road was surprisingly quiet, with only one group of 3 raiders attacking you, which you managed to get rid of without too much trouble. 

As you rest for a few minutes, you think about your plan of action. How will you approach the cult members, what will you ask them, are you sure you'll find something there about Vault 127... Lots of questions.

You get back on the road and from a distance you can only see the huge chimneys of the nuclear power plant. Looking at the map on your pip-boy, you notice that you are not far away. However, you find it hard to make out the village of Radtown as a huge, thick, slightly shiny fog is telling you nothing. In the distance you hear strange ritual chants echoing in the atmosphere. No doubt, you are close.",4,4,,,img:desolated-hills.png,0,Next,,,100,,,
44,4,4,"As you continue on your way, luck seems to smile on you. You see a merchant passing by with his two bodyguards and you wave to him.

""Do you need anything?"" he says.

""Is this Radtown?"" you ask him, before following up with a request from Rad-X.

""You're in luck, I've got a few left,"" the merchant replies, rummaging through his trunks. ""Ah, and yes, Radtown is a couple of kilometers that way,"" he pointed. ""What are you going to do there? You don't look like a member of Atom's cult.

You tell a story that your sister joined the cult and you haven't heard from her since, which worries you. You go on to say that you've just come to see if she's all right.

""Here you go,"" he says, giving you the Rad-X in exchange for a nice handful of Caps. Rad-X are quite rare and expensive, so this operation will have put a strain on your personal finances.

You leave the merchant and go back on your way.",4,5,,,img:desolated-hills.png,0,So this is Radtown,,,100,,,
